Station,Date,Calday,Year,Month,Season,Latitude,Longitude,Zone,Frame,Vis,FOV.Bias,Habitat,Depth,Time.In,Time.Out,Total.bott,Time.secs.,Algae,Pebble,Gravel,Sand,Mud,Seagrass,mean_velocity,dist,site_heterogeneity
SA.F2.260814.C1.8,26/08/2014,238,2014,August,Late,55.54753333,-5.080083333,1,2,3,3,Gravel,10.8,11:40,12:41,01:01,3660,0.39,0.08,0.34,0,0,0,0.123801202,274.4709832,3
SA.F2.270814.C2.1,27/08/2014,239,2014,August,Late,55.46811667,-5.077366667,2,2,3,3,Gravel,6.1,07:52,08:58,01:06,3960,0.18,0.04,0.72,0,0,0,0.098826639,234.7604287,3
SA.F2.270814.C2.11,27/08/2014,239,2014,August,Late,55.51723333,-5.0552,1,2,1,2,Mud,41.4,12:25,13:26,01:01,3660,0,0,0,0,0.51,0,0.159172475,285.5884516,1
SA.F2.270814.C2.6,27/08/2014,239,2014,August,Late,55.47298333,-5.0824,2,2,3,3,Seagrass,4.3,09:24,10:32,01:08,4080,0,0.02,0,0.35,0,0.57,0.062845051,151.7889446,3
SA.F2.270814.C2.7,27/08/2014,239,2014,August,Late,55.49698333,-5.087283333,2,2,3,3,Seagrass,6.6,10:50,11:55,01:05,3900,0.16,0,0,0.27,0,0.49,0.071654357,298.8355351,3
SA.F2.280714.C3.11,28/07/2014,209,2014,July,Early,55.43138333,-5.1479,3,2,2,3,Gravel,21.8,14:27,15:29,01:02,3720,0.14,0.2,0.38,0,0,0,0.132639945,1160.267491,3
SA.F2.280714.C4.2,28/07/2014,209,2014,July,Early,55.4271,-5.187633333,4,2,3,3,Gravel,19.2,10:03,11:06,01:03,3780,0.03,0.19,0.53,0,0,0,0.184036508,740.2642739,3
SA.F2.280714.C4.5,28/07/2014,209,2014,July,Early,55.43031667,-5.22175,4,2,3,3,Algae,11.6,11:28,12:30,01:02,3720,0.89,0,0,0,0,0,0.11363104,620.6535451,1
SA.F2.280714.C4.8,28/07/2014,209,2014,July,Early,55.4273,-5.167466667,4,2,1,2,Sand,31.1,13:04,14:06,01:02,3720,0,0.15,0.08,0.5,0,0,0.163346723,871.5390418,3
SA.F2.290714.C2.11,29/07/2014,210,2014,July,Early,55.5088,-5.070066667,2,2,1,2,Gravel,28.9,13:29,14:29,01:00,3600,0.17,0.14,0.19,0,0,0,0.090877824,272.9773551,3
SA.F2.290714.C2.2,29/07/2014,210,2014,July,Early,55.49551667,-5.08835,2,2,3,3,Sand,5.6,09:00,10:10,01:10,4200,0.07,0.01,0,0.76,0,0,0.071654357,227.1232727,3
SA.F2.290714.C2.5,29/07/2014,210,2014,July,Early,55.47618333,-5.084166667,2,2,3,3,Sand,5.5,10:30,11:39,01:09,4140,0,0,0,0.73,0,0.21,0.062845051,105.4140884,2
SA.F2.290714.C2.8,29/07/2014,210,2014,July,Early,55.50805,-5.066716667,2,2,2,3,Gravel,19.3,12:13,13:23,01:10,4200,0.16,0.19,0.28,0,0,0,0.10807237,325.4662478,3
SA.F2.300614.C4.3,30/06/2014,181,2014,June,Early,55.41761667,-5.2121,4,2,1,2,Mud,40,11:01,12:26,01:25:00,5100,0,0,0,0,0.51,0,0.146916568,1831.904479,1
SA.F2.300614.C4.6,30/06/2014,181,2014,June,Early,55.41493333,-5.201716667,4,2,1,2,Mud,45,12:36,13:28,00:52:00,3120,0,0,0,0,0.54,0,0.152370125,2094.59651,1
SA.F2.310714.C2.10,31/07/2014,212,2014,July,Early,55.46858333,-5.075216667,2,2,1,2,Sand,26.7,13:31,14:34,01:03,3780,0.14,0.04,0.03,0.34,0,0,0.141162172,380.3001744,4
SA.F2.310714.C3.1,31/07/2014,212,2014,July,Early,55.44038333,-5.098683333,3,2,3,3,Gravel,12.4,09:18,10:23,01:05,3900,0.12,0.12,0.54,0,0,0,0.160174444,303.8406883,3
SA.F2.310714.C3.6,31/07/2014,212,2014,July,Early,55.4569,-5.07655,2,2,2,3,Gravel,20.6,10:57,12:13,01:16,4560,0.16,0.08,0.37,0,0,0,0.139857739,326.3658245,3
SA.F2.310714.C3.9,31/07/2014,212,2014,July,Early,55.45906667,-5.073616667,2,2,2,2,Sand,19.3,12:20,13:22,01:02,3720,0.19,0.08,0.12,0.23,0,0,0.16817607,491.6532997,4
SA.F3.010714.C3.11,01/07/2014,182,2014,July,Early,55.43595,-5.09865,3,3,2,3,Gravel,26.4,14:29,15:29,01:00:00,3600,0,0.05,0.57,0,0,0,0.184606224,650.5795154,2
SA.F3.010714.C3.2,01/07/2014,182,2014,July,Early,55.42968333,-5.16765,4,3,2,3,Gravel,22.8,09:58,11:13,01:15:00,4500,0.27,0.1,0.36,0,0,0,0.163346723,637.1342457,3
SA.F3.010714.C3.5,01/07/2014,182,2014,July,Early,55.4336,-5.162283333,3,3,2,3,Gravel,15.3,11:23,12:23,01:00:00,3600,0.14,0.16,0.44,0,0,0,0.146732152,404.0461248,3
SA.F3.010714.C3.8,01/07/2014,182,2014,July,Early,55.42861667,-5.11095,3,3,2,3,Gravel,20.3,12:59,14:15,01:16:00,4560,0,0.16,0.59,0.02,0,0,0.244980887,355.4946799,3
SA.F3.010814.C1.11,01/08/2014,213,2014,August,Late,55.53455,-5.06695,1,2,1,1,Sand,20.9,12:41,13:42,01:01,3660,0.11,0.06,0.16,0.26,0,0,0.115526594,409.9788563,4
SA.F3.010814.C1.2,01/08/2014,213,2014,August,Late,55.54815,-5.0743,1,3,2,3,Sand,21.3,08:13,09:19,01:06,3960,0.03,0.11,0.14,0.36,0,0,0.125932664,499.2614379,4
SA.F3.010814.C1.5,01/08/2014,213,2014,August,Late,55.53496667,-5.096333333,1,3,3,3,Sand,20.8,09:44,10:49,01:05,3900,0.14,0.03,0.16,0.46,0,0,0.086006962,452.4499883,4
SA.F3.010814.C1.8,01/08/2014,213,2014,August,Late,55.5449,-5.079533333,1,3,3,3,Gravel,17.6,11:12,12:14,01:02,3720,0,0.27,0.42,0.11,0,0,0.108203277,553.9236309,3
SA.F3.010914.C4.3,01/09/2014,244,2014,September,Late,55.42636667,-5.213616667,4,3,2,3,Gravel,22.3,10:05,11:11,01:06,3960,0.04,0.17,0.25,0.13,0,0,0.133216754,908.804089,4
SA.F3.010914.C4.4,01/09/2014,244,2014,September,Late,55.42546667,-5.19215,4,3,2,3,Gravel,20.9,11:20,12:24,01:04,3840,0,0.14,0.18,0.04,0,0,0.171700299,922.1016035,3
SA.F3.010914.C4.7,01/09/2014,244,2014,September,Late,55.42308333,-5.193516667,4,3,2,3,Sand,31.8,12:31,13:43,01:12,4320,0,0.06,0.12,0.48,0,0,0.171700299,1187.402937,3
SA.F3.020914.C3.1,02/09/2014,245,2014,September,Late,55.4296,-5.11525,3,3,2,3,Algae,9.1,08:09,09:16,01:07,4020,0.7,0,0.12,0,0,0,0.295121461,107.2150408,2
SA.F3.020914.C3.10,02/09/2014,245,2014,September,Late,55.44851667,-5.08865,3,3,3,3,Algae,10.5,12:17,13:22,01:05,3900,0.86,0,0,0,0,0,0.12821573,273.3743638,1
SA.F3.020914.C3.5,02/09/2014,245,2014,September,Late,55.43421667,-5.095033333,3,3,1,2,Sand,33.7,09:37,10:38,01:01,3660,0,0,0,0.46,0,0,0.200289056,946.3262305,1
SA.F3.020914.C3.9,02/09/2014,245,2014,September,Late,55.4498,-5.076716667,3,3,1,1,Mud,40.7,11:02,12:08,01:06,3960,0,0,0,0,0.45,0,0.169997409,597.0340497,1
SA.F3.030714.C1.10,03/07/2014,184,2014,July,Early,55.5393,-5.087266667,1,3,2,3,Gravel,20.6,12:25,13:30,01:05,3900,0,0.06,0.45,0.25,0,0,0.088632338,304.8573909,3
SA.F3.030714.C1.3,03/07/2014,184,2014,July,Early,55.56026667,-5.073416667,1,3,1,1,Gravel,19.7,08:35,09:52,01:17:00,4620,0,0.06,0.29,0.29,0,0,0.130038425,948.779995,3
SA.F3.030714.C1.6,03/07/2014,184,2014,July,Early,55.55466667,-5.06685,1,3,1,2,Pebble,23,10:00,11:00,01:00:00,3600,0,0.19,0,0,0.18,0,0.134523511,986.3330357,2
SA.F3.030714.C1.7,03/07/2014,184,2014,July,Early,55.54341667,-5.087083333,1,3,1,2,Sand,21.3,11:14,12:17,01:03:00,3780,0,0.14,0.9,0.34,0,0,0.091815822,576.1200612,3
SA.F3.070714.C1.12,07/07/2014,188,2014,July,Early,55.52831667,-5.063233333,1,3,1,1,Mud,44.6,14:11,15:15,01:04,3840,0,0,0,0,0.38,0,0.112112254,271.4981154,1
SA.F3.070714.C2.3,07/07/2014,188,2014,July,Early,55.48803333,-5.0827,2,3,1,1,Mud,26,09:25,10:46,01:21,4860,0,0,0,0,0.47,0,0.075612135,619.4051159,1
SA.F3.070714.C2.6,07/07/2014,188,2014,July,Early,55.47901667,-5.076233333,2,3,1,1,Mud,31,11:00,12:07,01:07,4020,0,0,0,0,0.41,0,0.115335241,642.0813825,1
SA.F3.070714.C2.7,07/07/2014,188,2014,July,Early,55.50026667,-5.075033333,2,3,1,2,Mud,30.6,12:24,13:37,01:13,4380,0,0,0,0,0.47,0,0.093145669,517.0989138,1
SA.F3.150914.C3.11,15/09/2014,258,2014,September,Late,55.4307,-5.104266667,3,3,2,3,Sand,27.6,13:54,14:58,01:04,3840,0,0.12,0.17,0.54,0,0,0.233710572,803.0306377,3
SA.F3.150914.C3.2,15/09/2014,258,2014,September,Late,55.42775,-5.113633333,3,3,3,3,Algae,12.5,09:25,10:35,01:10,4200,0.61,0.03,0.29,0,0,0,0.295121461,171.2004166,3
SA.F3.150914.C4.6,15/09/2014,258,2014,September,Late,55.43583333,-5.127116667,3,3,3,3,Algae,9.6,11:01,12:08,01:07,4020,0.66,0.09,0.28,0,0,0,0.130003721,692.4276339,3
SA.F3.150914.C4.7,15/09/2014,258,2014,September,Late,55.43795,-5.135966667,3,3,3,3,Algae,9.8,12:17,13:20,01:03,3780,0.92,0,0,0,0,0,0.154977456,517.6475905,1
SA.F3.160914.C4.11,16/09/2014,259,2014,September,Late,55.44596667,-5.087316667,3,3,3,3,Gravel,19.9,13:29,14:39,01:10,4200,0,0.07,0.43,0.21,0,0,0.165769681,548.9207307,3
SA.F3.160914.C4.3,16/09/2014,259,2014,September,Late,55.43055,-5.218666667,4,3,2,3,Algae,10.5,08:51,09:55,01:04,3840,0.83,0.08,0,0,0,0,0.114724062,530.7204207,2
SA.F3.160914.C4.4,16/09/2014,259,2014,September,Late,55.42995,-5.199033333,4,3,3,2,Algae,12.1,10:06,11:11,01:05,3900,0.73,0,0.03,0,0,0,0.147913128,423.0519723,2
SA.F3.160914.C4.8,16/09/2014,259,2014,September,Late,55.4214,-5.1796,4,3,1,2,Sand,34.5,11:39,12:43,01:04,3840,0,0.05,0.04,0.41,0,0,0.178383216,1405.7309,3
SA.F3.170914.C2.1,17/09/2014,260,2014,September,Late,55.47453333,-5.069266667,2,3,1,2,Mud,41.1,08:41,09:42,01:01,3660,0,0,0,0,0.47,0,0.136421189,999.7194858,1
SA.F3.170914.C2.11,17/09/2014,260,2014,September,Late,55.50605,-5.064033333,2,3,3,3,Gravel,13,13:05,14:05,01:00,3600,0.19,0.11,0.22,0.16,0,0,0.10807237,577.8097788,4
SA.F3.170914.C2.4,17/09/2014,260,2014,September,Late,55.47255,-5.071583333,2,3,1,2,Mud,32.8,09:49,10:50,01:01,3660,0,0.02,0,0,0.43,0,0.15830569,778.959888,2
SA.F3.170914.C2.8,17/09/2014,260,2014,September,Late,55.49371667,-5.088366667,2,3,3,3,Sand,5.7,11:35,12:45,01:10,4200,0.02,0,0,0.9,0,0,0.071654357,259.5245508,2
SA.F3.180914.C1.12,18/09/2014,261,2014,September,Late,55.53348333,-5.07015,1,3,3,3,Gravel,16.7,12:31,13:34,01:03,3780,0.11,0.21,0.4,0.09,0,0,0.117852338,175.7116699,4
SA.F3.180914.C1.3,18/09/2014,261,2014,September,Late,55.55576667,-5.085466667,1,3,1,2,Gravel,23.2,08:15,09:17,01:02,3720,0,0.07,0.59,0.06,0,0,0.11733532,58.80869712,3
SA.F3.180914.C1.4,18/09/2014,261,2014,September,Late,55.54328333,-5.0814,1,3,3,3,Algae,12.2,09:28,10:32,01:04,3840,0.67,0,0.28,0,0,0,0.102216527,659.2116525,2
SA.F3.180914.C1.8,18/09/2014,261,2014,September,Late,55.53701667,-5.09595,1,3,2,2,Sand,26.2,10:58,12:01,01:03,3780,0,0.04,0.02,0.64,0,0,0.086006962,452.8338533,3
SA.F3.260814.C1.10,26/08/2014,238,2014,August,Late,55.5669,-5.08735,1,3,1,2,Mud,36.7,13:00,14:01,01:01,3660,0,0,0,0,0.55,0,0.114811309,832.2326585,1
SA.F3.260814.C1.3,26/08/2014,238,2014,August,Late,55.54226667,-5.0955,1,3,2,2,Sand,21.1,08:52,09:55,01:03,3780,0,0.06,0.12,0.52,0,0,0.077774197,302.8204387,3
SA.F3.260814.C1.4,26/08/2014,238,2014,August,Late,55.53788333,-5.097833333,1,3,1,2,Mud,30,10:02,11:08,01:06,3960,0,0.02,0,0,0.58,0,0.081181459,598.9324641,2
SA.F3.260814.C1.9,26/08/2014,238,2014,August,Late,55.55128333,-5.073716667,1,3,1,2,Mud,45,11:45,12:48,01:03,3780,0,0,0,0,0.47,0,0.125315458,485.4355824,1
SA.F3.270814.C2.10,27/08/2014,239,2014,August,Late,55.5149,-5.05745,1,3,3,3,Gravel,13,12:21,13:22,01:01,3660,0,0.07,0.73,0,0,0,0.157315239,143.4957846,2
SA.F3.270814.C2.2,27/08/2014,239,2014,August,Late,55.4653,-5.0729,2,3,2,2,Gravel,24.9,07:56,09:05,01:09,4140,0,0,0.42,0.11,0,0,0.154822841,364.4199633,2
SA.F3.270814.C2.5,27/08/2014,239,2014,August,Late,55.47018333,-5.0799,2,3,2,3,Seagrass,4.7,09:20,10:27,01:07,4020,0,0,0,0,0,0.85,0.105447002,191.1666451,1
SA.F3.270814.C2.9,27/08/2014,239,2014,August,Late,55.49865,-5.076866667,2,3,1,2,Mud,30.1,10:59,12:06,01:07,4020,0,0,0,0,0.61,0,0.090003505,573.2353182,1
SA.F3.280714.C3.10,28/07/2014,209,2014,July,Early,55.43511667,-5.155183333,3,3,3,3,Gravel,16.6,14:22,15:24,01:02,3720,0.06,0.24,0.55,0,0,0,0.145086855,567.9457437,3
SA.F3.280714.C3.9,28/07/2014,209,2014,July,Early,55.43316667,-5.163883333,3,3,2,3,Pebble,16.5,13:10,14:13,01:03,3780,0.09,0.44,0.23,0,0,0,0.140704632,406.3243561,3
SA.F3.280714.C4.3,28/07/2014,209,2014,July,Early,55.42913333,-5.19655,4,3,1,1,Algae,14.7,10:09,11:12,01:03,3780,0.39,0,0,0,0,0,0.147913128,513.9617532,1
SA.F3.280714.C4.4,28/07/2014,209,2014,July,Early,55.42978333,-5.2114,4,3,2,3,Algae,15.6,11:22,12:22,01:00,3600,0.81,0,0,0,0,0,0.120441161,504.4546698,1
SA.F3.290714.C2.12,29/07/2014,210,2014,July,Early,55.50981667,-5.061716667,2,3,3,3,Algae,10.6,13:41,14:42,01:01,3660,0.67,0.03,0.13,0,0,0,0.155037791,266.283387,3
SA.F3.290714.C2.3,29/07/2014,210,2014,July,Early,55.49033333,-5.090616667,2,3,3,3,Seagrass,4.3,09:05,10:17,01:12,4320,0.12,0.02,0,0.18,0,0.59,0.063252918,154.1776416,4
SA.F3.290714.C2.4,29/07/2014,210,2014,July,Early,55.48496667,-5.089516667,2,3,2,3,Sand,4.3,10:25,11:31,01:06,3960,0,0,0,0.86,0,0,0.037896957,170.1389404,1
SA.F3.290714.C2.9,29/07/2014,210,2014,July,Early,55.50893333,-5.059016667,2,3,3,3,Gravel,21.4,12:17,13:34,01:17,4620,0.13,0.9,0.53,0,0,0,0.165840626,433.7879529,3
SA.F3.300614.C4.2,30/06/2014,181,2014,June,Early,55.42066667,-5.219533333,4,3,1,2,Mud,34,10:53,12:12,01:19:00,4740,0,0,0,0,0.6,0,0.137034968,1611.671681,1
SA.F3.300614.C4.5,30/06/2014,181,2014,June,Early,55.424,-5.207966667,4,3,1,1,Mud,30.9,12:20,13:20,01:00:00,3600,0,0,0,0,0.54,0,0.141250908,1089.908912,1
SA.F3.310714.C2.12,31/07/2014,212,2014,July,Early,55.47663333,-5.07415,2,3,1,1,Mud,36.3,13:42,14:47,01:05,3900,0,0,0,0,0.54,0,0.122990653,738.6805971,1
SA.F3.310714.C3.2,31/07/2014,212,2014,July,Early,55.44258333,-5.08985,3,3,3,3,Sand,14,09:22,10:29,01:07,4020,0.29,0.13,0.09,0.46,0,0,0.18342267,577.1645285,4
SA.F3.310714.C3.5,31/07/2014,212,2014,July,Early,55.45196667,-5.077666667,3,3,1,2,Sand,31.3,10:50,12:01,01:11,4260,0.02,0.03,0,0.45,0,0,0.161082014,425.299252,3
SA.F3.310714.C3.8,31/07/2014,212,2014,July,Early,55.4538,-5.076066667,2,3,1,2,Mud,34.5,12:09,13:11,01:02,3720,0,0,0,0,0.44,0,0.174498975,450.6167199,1
SA.HI.130813.F1.1,13/08/2013,225,2013,August,Late,55.5122833,-5.057733,1,1,2,2,Sand,14.5,08:01,09:01,01:00:00,3600,0.17,0.17,0.44,0,0,0,0.173762009,236.4633355,3
SA.HI.130813.F1.3,13/08/2013,225,2013,August,Late,55.5179,-5.0594,1,1,0,0,Gravel,6.5,09:26,10:33,01:07:00,4020,0,0.09,0.29,0,0,0,0.157315239,20.33256036,2
SA.HI.310713.F2.6,31/07/2013,212,2013,July,Early,55.5276,-5.066717,1,2,3,3,Sand,12,12:02,13:23,01:21:00,4860,0.07,0,0,0.76,0,0,0.114416383,49.50575203,2
SA.HI.310713.F3.5,31/07/2013,212,2013,July,Early,55.5131,-5.057067,1,3,3,2,Gravel,17,12:01,13:02,01:01:00,3660,0.08,0.27,0.42,0,0,0,0.173762009,227.5317121,3
SA.N.C1.130813.F3.4,13/08/2013,225,2013,August,Late,55.5567833,-5.088033,1,3,3,2,Sand,9.6,09:46,10:55,01:09:00,4140,0.18,0,0.14,0.45,0,0,0.11733532,1.4566616,3
SA.N.C1.130813.F3.6,13/08/2013,225,2013,August,Late,55.5626833,-5.087967,1,3,1,3,Sand,18.8,11:09,12:09,01:00:00,3600,0.28,0.12,0.19,0.29,0,0,0.113399222,448.3060742,4
SA01.040718,04/07/2018,185,2018,July,Early,55.492667,-5.083317,2,3,3,2,Gravel,18.4,08:13,09:15,01:01:41,3701,0.04,0,0.73,0,0,0,0.080928415,580.3405701,2
SA01.120819,12/08/2019,224,2019,August,Late,55.437817,-5.1064,3,3,1,2,Algae,8.71,09:05,10:15,01:07:40,4060,0.9,0,0,0,0,0,0.185098171,289.5489504,1
SA02.040718,04/07/2018,185,2018,July,Early,55.496017,-5.077133,2,2,1,2,Mud,32.2,08:32,09:49,01:11:52,4312,0,0,0.03,0,0.41,0,0.093742609,812.1696326,2
SA02.120819,12/08/2019,224,2019,August,Late,55.43185,-5.10901,3,1,3,2,Gravel,16.5,09:18,10:40,01:20:07,4807,0.07,0.06,0.46,0,0,0,0.228449851,526.9242885,3
SA03.040718,04/07/2018,185,2018,July,Early,55.50115,-5.08095,2,1,2,2,Algae,8.32,08:52,10:19,01:25:37,5137,0.65,0,0.24,0,0,0,0.087483756,206.584179,2
SA03.120819,12/08/2019,224,2019,August,Late,55.421333,-5.111917,3,2,1,2,Gravel,38.1,09:30,11:12,01:39:21,5961,0,0.05,0.34,0,0,0,0.303106129,412.3126051,2
SA04.040718,04/07/2018,185,2018,July,Early,55.508717,-5.060617,2,3,3,2,Gravel,21.1,09:37,10:50,01:10:12,4212,0.4,0.02,0.38,0.1,0,0,0.144244388,405.3151574,4
SA04.120819,12/08/2019,224,2019,August,Late,55.449483,-5.090717,3,3,1,2,Algae,9.37,10:30,11:49,01:16:53,4613,0.89,0,0,0,0,0,0.12821573,106.5131486,1
SA05.040718,04/07/2018,185,2018,July,Early,55.5162,-5.05665,1,2,2,2,Gravel,32.4,10:05,11:18,01:08:48,4128,0.16,0.12,0.48,0.04,0,0,0.157315239,194.0172116,4
SA05.120819,12/08/2019,224,2019,August,Late,55.45115,-5.084467,3,1,3,3,Algae,13.3,10:57,11:59,00:57:02,3422,0.49,0,0.27,0,0,0,0.148621619,144.3421869,2
SA06.040718,04/07/2018,185,2018,July,Early,55.523533,-5.062467,1,1,3,2,Algae,6.53,10:40,11:43,01:00:08,3608,0.67,0,0.21,0,0,0,0.110547736,99.71984241,2
SA06.120819,12/08/2019,224,2019,August,Late,55.455917,-5.076233,2,2,2,2,Mud,32.4,11:42,12:22,00:36:49,2209,0,0,0,0,0.52,0,0.174498975,374.4976096,1
SA07.040718,04/07/2018,185,2018,July,Early,55.528317,-5.0665,1,3,3,2,Gravel,23.6,11:09,11:31,01:19:13,4753,0.13,0.16,0.28,0.18,0,0,0.114416383,98.57097223,4
SA07.130819,13/08/2019,225,2019,August,Late,55.454283,-5.081967,2,2,2,2,Sand,10.7,09:48,10:51,01:02:21,3741,0.16,0,0,0.63,0,0,0.136970058,76.51434342,2
SA08.040718,04/07/2018,185,2018,July,Early,55.5335,-5.067,1,2,2,2,Sand,31.7,11:35,12:41,01:01:36,3696,0.16,0.01,0,0.63,0,0,0.117927253,349.8487343,3
SA08.130819,13/08/2019,225,2019,August,Late,55.457167,-5.076317,2,1,2,2,Sand,22.9,09:56,11:04,01:03:44,3824,0.04,0.06,0.13,0.26,0,0,0.139857739,331.5327889,4
SA09.040718,04/07/2018,185,2018,July,Early,55.536567,-5.0742,1,1,3,2,Algae,6.73,11:56,13:01,01:02:13,3733,0.89,0,0.04,0,0,0,0.098394267,122.4831351,2
SA09.130819,13/08/2019,225,2019,August,Late,55.461117,-5.07175,2,3,1,2,Sand,38.8,10:10,11:20,01:07:32,4052,0,0.04,0,0.47,0,0,0.174417347,570.0696257,2
SA10.050718,05/07/2018,186,2018,July,Early,55.456533,-5.081583,2,1,3,2,Sand,5.9,08:43,09:57,01:05:49,3949,0.33,0,0,0.56,0,0,0.122172326,37.99069272,2
SA10.130819,13/08/2019,225,2019,August,Late,55.462917,-5.077533,2,2,3,2,Sand,9.7,10:59,12:01,00:58:53,3533,0.08,0,0,0.82,0,0,0.102751195,161.1036377,2
SA100.020919,02/09/2019,245,2019,September,Late,55.498933,-5.080783,2,2,3,3,Sand,15.6,14:14,15:22,00:57:53,3473,0.11,0,0.14,0.47,0,0,0.087483756,436.8860389,3
SA100.310718,31/07/2018,212,2018,July,Early,55.534467,-5.091217,1,1,2,2,Sand,17.5,15:00,16:02,01:03:59,3839,0.07,0,0.02,0.69,0,0,0.087764733,129.4670256,3
SA101.020919,02/09/2019,245,2019,September,Late,55.487983,-5.085067,2,3,1,2,Mud,29.9,14:30,15:31,00:58:24,3504,0,0,0,0,0.56,0,0.05939509,469.8037289,1
SA101.310718,31/07/2018,212,2018,July,Early,55.538017,-5.082867,1,3,1,2,Algae,9.13,15:11,16:13,00:58:13,3493,0.92,0,0,0,0,0,0.086809486,76.5927001,1
SA102.030919,03/09/2019,246,2019,September,Late,55.553283,-5.083217,1,2,2,2,Algae,6.73,13:23,14:26,00:59:46,3586,0.82,0,0,0,0,0,0.132320195,0,1
SA102.310718,31/07/2018,212,2018,July,Early,55.53065,-5.107083,1,2,2,2,Mud,32.6,15:34,16:36,00:58:08,3488,0,0,0,0,0.56,0,0.057969015,1051.629677,1
SA103.010818,01/08/2018,213,2018,August,Late,55.48925,-5.07475,2,1,1,2,Mud,35.6,13:37,14:41,01:00:28,3628,0,0,0.01,0,0.54,0,0.095864356,1127.997414,2
SA103.030919,03/09/2019,246,2019,September,Late,55.556167,-5.086733,1,3,3,2,Sand,17,13:23,14:39,01:01:39,3699,0.03,0.07,0.15,0.58,0,0,0.11733532,25.36695802,4
SA104.010818,01/08/2018,213,2018,August,Late,55.479667,-5.084467,2,2,2,2,Sand,19.8,13:49,14:55,01:07:09,4029,0.04,0,0,0.37,0,0,0.083725341,140.914935,2
SA104.030919,03/09/2019,246,2019,September,Late,55.559417,-5.081833,1,1,2,2,Mud,37.9,13:43,14:53,01:07:30,4050,0,0,0,0,0.53,0,0.117683679,481.0228555,1
SA105.010818,01/08/2018,213,2018,August,Late,55.485983,-5.08975,2,3,2,2,Sand,6.61,13:58,15:12,01:19:49,4789,0.03,0.01,0,0.57,0,0,0.037896957,173.831285,3
SA105.030919,03/09/2019,246,2019,September,Late,55.559483,-5.0924,1,2,3,2,Gravel,9.38,14:35,15:39,01:00:38,3638,0.28,0,0.32,0.13,0,0,0.113998808,6.322119797,3
SA106.010818,01/08/2018,213,2018,August,Late,55.49635,-5.076267,2,1,1,2,Mud,32.8,14:49,15:50,00:57:04,3424,0,0.1,0,0,0.33,0,0.093742609,814.3470841,2
SA106.030919,03/09/2019,246,2019,September,Late,55.563767,-5.093683,1,3,2,2,Sand,19.8,14:49,15:55,01:02:19,3739,0,0.15,0.08,0.42,0,0,0.090531193,305.1095143,3
SA107.010818,01/08/2018,213,2018,August,Late,55.496917,-5.081867,2,2,2,2,Sand,17.4,15:14,16:15,00:58:07,3487,0.1,0,0,0.59,0,0,0.084971115,510.3375543,2
SA107.030919,03/09/2019,246,2019,September,Late,55.563417,-5.085,1,1,1,2,Mud,39.7,15:04,16:11,01:03:01,3781,0,0,0,0,0.56,0,0.114811309,633.2699089,1
SA108.010818,01/08/2018,213,2018,August,Late,55.505717,-5.077467,2,3,2,2,Sand,9.6,15:34,16:40,01:03:39,3819,0.2,0,0,0.46,0,0,0.096087515,111.1295219,2
SA108.030919,03/09/2019,246,2019,September,Late,55.568333,-5.102733,1,2,3,2,Sand,7.26,15:49,16:50,00:58:14,3494,0.09,0,0.09,0.53,0,0,0.081345521,90.44826836,3
SA109.010818,01/08/2018,213,2018,August,Late,55.51465,-5.080483,1,1,1,2,Mud,34,16:03,17:05,01:02:04,3724,0.03,0.03,0,0,0.36,0,0.071323298,469.5298494,3
SA109.030919,03/09/2019,246,2019,September,Late,55.5565,-5.087,1,3,2,2,Sand,21.3,16:05,17:06,00:56:54,3414,0,0,0.25,0.43,0,0,0.11733532,31.55279195,2
SA11.050718,05/07/2018,186,2018,July,Early,55.45375,-5.07505,2,3,1,2,Mud,37.9,08:55,10:14,01:14:01,4441,0,0,0,0,0.58,0,0.174498975,514.8391912,1
SA11.130819,13/08/2019,225,2019,August,Late,55.468733,-5.07685,2,1,3,2,Gravel,18.4,11:14,12:20,01:03:31,3811,0.23,0.04,0.59,0,0,0,0.105447002,294.5211495,3
SA110.010818,01/08/2018,213,2018,August,Late,55.51405,-5.093033,1,2,1,2,Sand,20.2,16:32,17:35,00:56:28,3388,0.24,0.01,0,0.43,0,0,0.096233413,119.0645761,3
SA110.030919,03/09/2019,246,2019,September,Late,55.57,-5.089133,1,1,2,2,Mud,40.7,16:21,17:24,00:58:30,3510,0,0,0,0,0.57,0,0.10005568,880.0415034,1
SA111.010818,01/08/2018,213,2018,August,Late,55.519117,-5.10655,1,3,2,2,Sand,9.8,16:57,17:59,00:57:40,3460,0.09,0,0,0.54,0,0,0.07748986,26.91104095,2
SA111.050919,05/09/2019,248,2019,September,Late,55.430767,-5.116667,3,2,3,2,Sand,7.79,08:51,09:52,00:57:59,3479,0.11,0,0,0.6,0,0,0.295121461,42.80881985,2
SA112.020818,02/08/2018,214,2018,August,Late,55.514117,-5.059167,1,3,2,2,Algae,9.76,07:45,08:47,01:00:49,3649,0.52,0,0.25,0,0,0,0.157315239,62.65756626,2
SA112.050919,05/09/2019,248,2019,September,Late,55.426133,-5.113133,3,1,2,2,Gravel,17.1,09:00,10:07,01:03:12,3792,0,0,0.48,0,0,0,0.291238487,67.79025629,1
